wallet_address,total_deposits,total_borrows,deposit_to_borrow_ratio,num_repayments,num_liquidations,avg_borrow_duration,activity_span_days,transaction_frequency,redeem_to_deposit_ratio,liquidation_ratio,last_activity_days_ago
0x00000000001accfa9cef68cf5371a23025b6d4b6,2000000000.0,0.0,2000000000000000.0,0,0,,0.0,1.0,0.0,0.0,16.517465277777777
0x000000000051d07a4fb3bd10121a343d85818da6,145.0,0.0,145000000.0,0,0,,0.0,1.0,0.0,0.0,105.095625
0x000000000096026fb41fc39f9875d164bd82e2dc,5000000000000000.0,0.0,5e+21,0,0,,7.574131944444445,0.2640566621587549,0.0,0.0,32.77728009259259
0x0000000000e189dd664b9ab08a33c4839953852c,0.0,0.0,0.0,0,0,,129.3277662037037,0.1314489571653419,17000000.0,0.0,6.777303240740741
0x0000000002032370b971dabd36d72f3e5a7bf1ee,6.841294392494426e+19,70000039460.0,977327219.4230311,4,0,0.6153877314814815,132.8659027777778,3.003027802154323,0.5199999979200001,0.0,0.9855439814814815
0x000000000a38444e0a6e37d3b630d7e855a7cb13,7.000614523665435e+17,11605000000.0,60324123.42667328,5,0,9.660386817738791,39.28017361111111,0.6364533987937441,0.7142856122449125,0.0,42.88994212962963
0x000000003853fcedcd0355fec98ca3192833f00b,4.542699271260784e+16,0.0,4.542699271260784e+22,0,0,,7.889201388888889,1.0140443380323843,0.0,0.0,24.605775462962963
0x000000003ce0cf2c037493b1dc087204bd7f713e,8.944860325630522e+19,1.2738041383226345e+18,70.22163028461547,16,0,0.9980462962962963,123.50150462962964,3.9837571329634045,0.44336569435803985,0.0,0.6269212962962963
0x000000007858e6f2668e1e06111cfa24403a5466,9.264749382774971e+16,0.0,9.264749382774971e+22,0,0,,0.0,1.0,0.0,0.0,88.71314814814815
0x00000001a0f57e850c9db68b4a9bc34677437c5c,1797442.0,0.0,1797442000000.0,0,0,,0.0,1.0,0.0,0.0,41.592523148148146
0x0000000506063a51c6ce59906d8c40f7d7fe92a7,800548.0506185252,597948.0506185252,1.3388254210195838,9,0,19.52781298225309,30.65619212962963,2.2507687748117466,0.3846153698224858,0.0,94.46743055555555
0x00000029ff545c86524ade7caf132527707948c4,971687511509.5765,971686012530.621,1.0000015426577478,12,0,1.005276559454191,2.104513888888889,22.332948358356706,0.9166665902777842,0.0,139.54554398148147
0x00000087c4cebffb95746d1935de7fbcab092f40,2.0053858931923535e+18,1237225322332.0,1620873.6250341823,45,0,11.339892945347355,100.5072800925926,2.4873820062555354,0.6627906899675501,0.0,0.043020833333333335
0x000000e28faa823d5b53ff6c2922c28335840375,1.9167295798002276e+18,417902527773.52576,4586546.987432826,63,0,11.136837792070594,137.20600694444445,2.1646282594628463,0.570093452615949,0.0,0.39471064814814816
0x000006eee6e39015cb523aebdd4d0b1855aba682,1.5792744120995205e+18,1750023100.0,902430609.1156852,1,3,0.015756172839506172,41.2944212962963,0.6780576920813108,0.8181817438016598,0.7499998125000469,99.80678240740741
0x00000a9c78912badb92d73b6ed26456e11def5eb,1690049.0,0.0,1690049000000.0,0,0,,0.0,1.0,0.0,0.0,39.28074074074074
0x00001bc47f0973f794f79c16121cee879e272d6a,0.0,0.0,0.0,0,0,,47.00429398148148,0.085098608258554,4000000.0,0.0,23.2815625
0x00002b503a75998c97508916a74fdb41934fa030,1.2024009460205373e+18,1783003588795.0,674368.2141622334,45,0,12.385035199503628,125.32153935185185,1.172982719173947,1.0370369986282593,0.0,0.14001157407407408
0x0000897253cc85f7547317eb2080b36b3255687a,1.4471757177770854e+17,0.0,1.4471757177770856e+23,0,0,,3.5146064814814815,0.5690537505516001,0.9999990000010001,0.0,13.441342592592592
0x0000b252c943089fbba5554a1d196ef79bc77e4f,1109908.0,0.0,1109908000000.0,0,0,,0.0,1.0,0.0,0.0,39.372962962962966
0x0000ce08fa224696a819877070bf378e8b131acf,1.000000001947075e+18,1417.0933200616298,705669829279778.6,0,0,,75.77993055555555,0.1847454846865604,3.3333322222225923,0.0,44.00099537037037
0x00010a708585ba4812a1c5976182626c75cb7a6b,3.8506020278332685e+17,830656442.0,463561327.29941124,7,0,7.9448869825708055,79.51586805555556,0.36470707934343993,0.7777776913580343,0.0,4.9384953703703705
0x00016fc0c9f7620e920e1423fd455f9574f48025,1.2652993450826146e+16,0.0,1.2652993450826147e+22,0,0,,1.6416782407407406,1.2182655226627,0.0,0.0,45.46819444444444
0x0002761e848b24046a53d494847b11a3e1d36b09,1.0080314238445638,0.0,1008031.4238445639,0,0,,0.0,1.0,0.0,0.0,47.45256944444444
0x00027e45436f11ec8549b7d5e0b86748ee61c13d,1010439.0,0.0,1010439000000.0,0,0,,7.143796296296296,0.27996319002501524,0.0,0.0,44.57824074074074
0x0003816b25fd3d6c112eb65c089760fa3f791947,5000.0,1.3,3846.1508875762406,1,0,0.0004398148148148148,0.001712962962962963,4.0,0.9999990000010001,0.0,101.38527777777777
0x0003bbb966655dc0fbbb380797b07fc547e9ddc5,1.0000000022388009e+18,915968086.0,1091741096.139893,0,0,,100.84355324074075,0.366904961308444,1.6666665277777895,0.0,9.029444444444444
0x0003d4fb942d0cad7fa1b658ad6d46ef6c15f11b,1050025562.0,0.0,1050025562000000.0,0,0,,0.0009722222222222222,2.0,0.9999990000010001,0.0,112.52359953703704
0x0003f46779806fe779e7f30eec95dbdb4d45840b,2034568202.0,1945000000.0,1.0460504894601537,5,0,33.985766203703704,82.84640046296296,0.28969273095611875,0.6249999218750099,0.0,0.2964236111111111
0x0004849537dab5c33fc8c494d05313dfbe2d99f3,999090000.0,507497107.0,1.9686614686455701,1,0,52.992183641975316,82.02820601851852,0.12190928566379254,1.9999990000005,0.0,1.0225578703703704
0x0004a89403e17f544bfbd25ecb1a7d9215a1d61b,8.458931552812315e+17,500000000.0,1691786310.5624595,0,0,,0.0024189814814814816,2.0,0.0,0.0,2.411215277777778
0x0004d4112ee696dabc22b221bef156ecdaeb1a59,25.0,16.0,1.562499902343756,1,0,0.0028935185185185184,0.0043518518518518515,6.0,0.99999950000025,0.0,103.16342592592592
0x0005696d4be2359526c497fe4a4c0620b41f2426,2.9350141e+17,592247574.0,495572160.84096533,1,0,0.6346296296296297,0.6429861111111111,7.0,3.9999960000040002,0.0,84.46896990740741
0x000660cad76200a2e326f53e033919905e6c50f5,1064772.0,0.0,1064772000000.0,0,0,,0.0,1.0,0.0,0.0,49.070034722222225
0x00069a4bf1b2a8d5eded8e91347dbaa70796ff54,1.3,0.0,1300000.0,0,0,,0.0,1.0,0.0,0.0,42.26335648148148
0x00080000158a9930aeb508823103b0a977161c47,1e+18,0.0,1e+24,0,0,,9.988402777777777,0.2002322137478882,0.0,0.0,45.735914351851854
0x00099b1263c22ae2ce0a52624cef2a012e751970,4712595639187231.0,0.0,4.712595639187231e+21,0,0,,7.811921296296297,0.2560189643677309,0.0,0.0,43.586030092592594
0x0009ce45d5df78e632a0b4987079432dfba2253a,4.1e+16,0.0,4.1e+22,0,0,,0.0,1.0,0.0,0.0,124.38347222222222
0x000a27ba176083e4b50177378cbe7469a00dd557,276526904.0,160000000.0,1.728293149999989,2,0,2.4035069444444446,33.186087962962965,0.361597305876863,0.9999997500000625,0.0,58.92388888888889
0x000a3d1bef684a7c029267a26068de56b1c1b4dc,7.100000058340193e+17,13383270432.0,53051308.30625505,5,0,0.8514930555555555,25.913368055555555,1.6593751884283237,0.6666666296296316,0.0,66.37604166666667
0x000ab43e658935ba39504a1424b01756c1e9644c,1e+17,1e+16,10.0,0,0,,0.0005092592592592592,2.0,0.0,0.0,23.636388888888888
0x000bc61d0a2dfee19346ad4d1fce2fa3c099e0cb,2.013933140255107e+16,0.0,2.0139331402551074e+22,0,0,,123.26833333333333,0.6246535336190695,0.5714285597667641,0.0,5.680104166666666
0x000c8e2871750f458bf1de8ab528dda09bc95db6,15000.0,2356.0,6.366723257059965,1,0,0.0002777777777777778,0.0006944444444444445,4.0,0.9999990000010001,0.0,131.9160185185185
0x000cdb5d7a2cda2947603f2993f05db57e3197dc,7.132457629292884e+16,971000000.0,73454764.46233653,17,0,3.5861899224806204,66.14396990740741,1.0734160664893622,0.6999999650000017,0.0,3.2476736111111113
0x000cef8f0ab0a2fadbecaeb92e8781ab3e04b01e,200.272,40000000.0,5.006799999999875e-06,1,0,30.662800925925925,30.66425925925926,0.1956675342871119,0.0,0.0,51.01469907407407
0x000d0ccd6b0e27ce38018b1304ef4f2cd345b636,1000000000000000.0,0.0,1e+21,0,0,,0.0,1.0,0.0,0.0,82.37525462962962
0x000dd5baf04ffe492508f5f45ac3d9374b193f57,1e+17,0.0,1.0000000000000001e+23,0,0,,0.0,1.0,0.0,0.0,101.2917361111111
0x000deb0c92e6d3da7f77ed01b8473b3f7f4efc39,2.8256901933637283e+17,879000000.0,321466461.1335296,2,0,0.6701620370370355,80.57099537037037,0.09929131399240433,1.9999980000020001,0.0,12.919456018518519
0x000df66a4ac5991f672ae2db1e8fc38f1e7d46d9,81350002.13261724,0.0,81350002132617.23,0,0,,20.31818287037037,0.3937359975072501,0.33333327777778704,0.0,0.6518171296296297
0x000e840a3122ec28d0c29321db172375cb049762,267220543.70844203,216908607.0,1.231949932297711,2,0,3.6486400462962965,26.296134259259258,0.38028403344034695,0.199999960000008,0.0,85.06263888888888
0x000e9bd1d42999446d60ff60f1fb3afb13604202,1.1265598809861027e+17,35000000.0,3218742517.103059,4,0,0.5382243441358024,1.9734722222222223,11.147864029840242,0.4999999375000079,0.0,5.235891203703703
0x000eab293e332bd6e67018a9150e8807bfac3233,1.2,0.0,1200000.0,0,0,,0.0,1.0,0.0,0.0,40.24655092592592
0x000f3b3cba440b4bd611d2ac4b6271400fb1e4e1,56.0,0.0,56000000.0,0,0,,15.675266203703703,0.12758953972516562,0.9999990000010001,0.0,76.46116898148148
0x000f4432a40560bbff1b581a8b7aded8dab80026,5.976757905956768e+17,17600000000.0,33958851.73839073,3,0,5.60040404040404,18.144305555555555,1.3778427575226389,1.2857141020408425,0.0,110.78622685185185
0x000f7f22bfc28d940d4b68e13213ab17cf107790,1.0000165968848883e+18,12596878372369.193,79386.06433466797,13,0,1.5847211934156378,2.827002314814815,25.822405456637174,0.5769230547337286,0.0,129.1012384259259
0x000f908720f9ce164d90f4fc89459fab4442907f,129891613.69650191,558097803.5281591,0.2327398761925927,17,0,0.5393214116130783,1.3537152777777777,70.91594634108806,0.5312499833984381,0.0,81.16601851851851
0x000fbfec300959d0f2f327728a889c1f5de8e2df,15934195.233163409,140.0,113815.67942391236,1,0,3.2731481481481484,8.035497685185184,0.9955823912126027,0.9999996666667778,0.0,52.063229166666666
0x0011730224657eb527cf736039854c3a3f140e63,4500.0,739.0,6.08930986997387,1,0,0.0002777777777777778,0.0015972222222222223,4.0,0.9999990000010001,0.0,136.065
0x00120ea6fdbaf057eadc1bd149f957488444e92c,236.75989569912272,2608976.0,9.074820761058438e-05,1,0,0.006851851851851852,0.05458333333333333,4.0,0.0,0.0,59.018171296296295
0x0012668072f7e0579caf7e047713d8b6d476d0db,3.0,0.0,3000000.0,0,0,,2.7753703703703705,0.7206245412690998,0.0,0.0,43.62429398148148
0x00129c4ce6be31b273de64c65ff3fcdd4706a002,2.367591656821019e+18,9472138310.462755,249953239.61917016,93,2,3.7423978920104175,62.002928240740744,3.7256304912421063,0.10891089001078327,0.08333332986111125,47.84998842592593
0x0012a7f00af8a643ba5a6aa187f915b4c13289df,0.0,0.0,0.0,0,0,,0.0,1.0,1000000.0,0.0,51.094027777777775
0x00130437654e7e86cbbeeaf34f4771df6a1fb45c,9.26e+16,0.0,9.26e+22,0,0,,0.0,1.0,0.0,0.0,98.30804398148148
0x00133f29e7d424f4e5773532b3fc35d020e9c54e,2455392.0,0.0,2455392000000.0,0,0,,6.0942592592592595,0.32817770214834846,0.0,0.0,40.625023148148145
0x0014dfac19477a83d7354e6eaac28642c1959398,6.168449761275008e+17,18156827224.0,33973169.90008831,9,0,0.28918595679012343,30.192581018518517,1.1923458937783267,1.099999890000011,0.0,73.77074074074073
